id,name,type,resolution,sunLight,leftForbiden,rightForbiden,TLE1,TLE2,maxImaging,RecordPlatRate,storage,energy,transitionGround
255,OPT255,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   6.9735 122.9870 0186162 312.2989  81.1185 13.2189274400000,300,3,4000,3700,30
256,OPT256,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  24.2530 109.3611 0048885  27.9369 168.4204 13.5678058600000,300,3.5,4500,3400,40
257,OPT257,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  28.2665 277.7930 0554259 339.5683  77.3836 13.0282792900000,300,4,5000,3300,35
258,OPT258,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.9149 237.5083 0708074 203.6383  58.4069 13.3380802200000,300,3,4700,3000,45
259,OPT259,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   5.9858 120.4204 0855281 113.4265 125.7287 13.9072929700000,300,3.5,4800,3500,35
260,OPT260,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.2408 115.1954 0489374 301.9720 243.3563 13.7639319900000,300,4,4000,3600,30
261,OPT261,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  35.4670  95.9868 0379941 297.7195 302.1675 13.1023940900000,300,3,4500,3700,40
262,OPT262,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  27.4380 112.9017 0430798 182.4040 336.5367 13.7929429000000,300,3.5,5000,3400,30
263,OPT263,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  10.2414 137.1288 0961126 290.2042  75.3177 13.3787606500000,300,4,4700,3300,40
264,OPT264,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  39.7593 205.8279 0480647  73.3017  62.3737 13.2602302100000,300,3,4800,3000,35
265,OPT265,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.8706 123.9337 0329218  17.3323 215.3855 13.3824630000000,300,3.5,4000,3500,45
266,OPT266,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  50.0490 185.7523 0845173  12.4560 157.9255 13.1114419700000,300,4,4500,3600,35
267,OPT267,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.5087 114.0570 0283877 167.9974  72.3308 13.1221524600000,300,3,5000,3700,30
268,OPT268,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  44.3215  60.8505 0468215 223.9408  87.9302 13.8817116700000,300,3.5,4700,3400,40
269,OPT269,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.1727 247.9983 0092184 218.1580 283.9389 13.8978931800000,300,4,4800,3300,30
270,OPT270,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  57.0164 288.2116 0105866  13.9709 269.8144 13.2754522100000,300,3,4000,3000,40
271,OPT271,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   7.3503  10.2104 0705743 329.6770 250.2248 13.7764924500000,300,3.5,4500,3500,35
272,OPT272,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.8090 218.4080 0200348 236.5169 166.4086 13.8465474400000,300,4,5000,3600,45
273,OPT273,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  50.2230 322.1145 0005243  75.5564 232.5319 13.7252524400000,300,3,4700,3700,35
274,OPT274,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.0786 198.7772 0696367 237.5237 111.5078 13.4315794900000,300,3.5,4800,3400,30
275,OPT275,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  25.2808 163.9404 0735117  40.7256  35.2386 13.1749084700000,300,4,4000,3300,40
276,OPT276,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  42.0218 126.6362 0365181 265.5106 225.4090 13.4773846100000,300,3,4500,3000,30
277,OPT277,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  32.1965  88.6143 0692682 328.6514 298.9151 13.1001738100000,300,3.5,5000,3500,40
278,OPT278,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  49.2362  60.5181 0631606 218.2179  60.4521 13.5394487000000,300,4,4700,3600,35
279,OPT279,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  31.6123 303.8453 0864342 335.0570  55.3107 13.8840866900000,300,3,4800,3700,45
280,OPT280,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.2703 225.9585 0527818  31.9185  67.3497 13.4547183900000,300,3.5,4000,3400,35
281,OPT281,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.4525 267.9701 0393400 178.8450 224.2884 13.3368285000000,300,4,4500,3300,30
282,OPT282,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.7496 198.3382 0587292  22.8909  90.2579 13.8872767800000,300,3,5000,3000,40
283,OPT283,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.6643 175.7241 0023927 114.6933 356.4948 13.3648497400000,300,3.5,4700,3500,30
284,OPT284,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.4414 313.3260 0672929  60.4965  53.9715 13.6370016000000,300,4,4800,3600,40
285,OPT285,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.6777 345.3411 0193981 173.3583 346.6581 13.7940440800000,300,3,4000,3700,35
286,OPT286,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.8826 264.6493 0674527 154.1704 289.8681 13.8313778200000,300,3.5,4500,3400,45
287,OPT287,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  24.7323  74.7958 0145343 132.4694 157.3981 13.4081754400000,300,4,5000,3300,35
288,OPT288,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  26.1908  27.0739 0782848 357.8160 340.5032 13.8066074000000,300,3,4700,3000,30
289,OPT289,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.1524  80.6418 0583178 256.7675 212.5340 13.1672820700000,300,3.5,4800,3500,40
290,OPT290,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  44.2283 251.6497 0632720 232.4311  31.7974 13.8430181600000,300,4,4000,3600,30
291,OPT291,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.0879 145.3193 0550880 134.7775 262.9472 13.9176728600000,300,3,4500,3700,40
292,OPT292,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.8372  18.9616 0187997 100.8684 166.2484 13.6345394700000,300,3.5,5000,3400,35
293,OPT293,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  49.3290 255.2395 0506206 227.8356  81.5840 13.5462235500000,300,4,4700,3300,45
294,OPT294,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  13.9722  45.7012 0093600 313.9827 158.5290 13.6901094500000,300,3,4800,3000,35
295,OPT295,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.6132  88.5635 0858621 287.7412  31.5659 13.3486515100000,300,3.5,4000,3500,30
296,OPT296,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  37.1555 274.2752 0871770  90.0237 326.1686 13.0661654800000,300,4,4500,3600,40
297,OPT297,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.6655 348.5418 0598836 160.6028 311.2467 13.3288941500000,300,3,5000,3700,30
298,OPT298,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  35.6926 184.3135 0110924 182.6489  71.9063 13.2344571400000,300,3.5,4700,3400,40
299,OPT299,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  22.4887 245.5548 0386413 291.0904  56.9045 13.6137299200000,300,4,4800,3300,35
300,OPT300,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  53.0582 299.3774 0920612  24.9389 198.2608 13.0980631000000,300,3,4000,3000,45
301,OPT301,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  45.7142 319.1471 0793145 115.2028   2.3356 13.8670134500000,300,3.5,4500,3500,35
302,OPT302,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.4109 134.6937 0999100  13.5737 163.1982 13.6942741700000,300,4,5000,3600,30
303,OPT303,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  49.9527  40.4373 0832126 254.6436 262.0671 13.1735956100000,300,3,4700,3700,40
304,OPT304,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  52.0321 347.1920 0363777 152.9654 224.7491 13.4679851700000,300,3.5,4800,3400,30
305,OPT305,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.0002 156.8415 0478603 116.9423  67.6169 13.3835027700000,300,4,4000,3300,40
306,OPT306,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.9781  89.7544 0609546 198.9702  35.2314 13.4433179200000,300,3,4500,3000,35
307,OPT307,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.1838 191.8880 0246162 321.2904 294.1949 13.7157012800000,300,3.5,5000,3500,45
308,OPT308,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  35.8707 276.4168 0047089 277.3222 211.7734 13.8675330300000,300,4,4700,3600,35
309,OPT309,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  10.7535 287.9313 0982697 264.2177  48.6727 13.2853730100000,300,3,4800,3700,30
310,OPT310,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   6.3682 152.4486 0346984  33.5540 205.4343 13.1421174600000,300,3.5,4000,3400,40
311,OPT311,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  33.6437  47.2754 0935971 307.4299 114.9181 13.3416041700000,300,4,4500,3300,30
312,OPT312,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.7552 334.6610 0666513  28.6711 265.0179 13.6158645700000,300,3,5000,3000,40
313,OPT313,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   6.1157  49.8957 0943201 177.5948  83.5180 13.1392922400000,300,3.5,4700,3500,35
314,OPT314,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.3650 287.4745 0421450 133.1463  85.3329 13.2787908400000,300,4,4800,3600,45
315,OPT315,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.4804 185.1783 0825953 157.0025 203.4684 13.0023273300000,300,3,4000,3700,35
316,OPT316,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.0565 241.3901 0436891 188.4111 140.7553 13.8328923300000,300,3.5,4500,3400,30
317,OPT317,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  22.2869 221.6487 0602065  59.5394  27.7098 13.2973425600000,300,4,5000,3300,40
318,OPT318,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  21.2474 138.8557 0533568 309.1296 120.2737 13.0332613000000,300,3,4700,3000,30
319,OPT319,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  54.5885 195.8211 0605578 203.2258  55.3304 13.2021263000000,300,3.5,4800,3500,40
320,OPT320,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  49.2390 193.4318 0590330 188.1395 223.1316 13.2477928200000,300,4,4000,3600,35
321,OPT321,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  32.7604 186.9722 0569165 297.8925 103.6054 13.2552789500000,300,3,4500,3700,45
322,OPT322,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  42.7163 140.6734 0852674  29.9475 125.7898 13.2527711800000,300,3.5,5000,3400,35
323,OPT323,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.6642  89.9841 0185433 342.3557 257.2181 13.6119193600000,300,4,4700,3300,30
324,OPT324,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.9754  49.3821 0963037 168.5088 341.5392 13.8152611000000,300,3,4800,3000,40
325,OPT325,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.7564 290.6915 0535792  16.1242  20.8293 13.6866511500000,300,3.5,4000,3500,30
326,OPT326,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   6.8581 167.6850 0333668  94.0896  25.0332 13.4654113800000,300,4,4500,3600,40
327,OPT327,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  32.2648  71.4232 0671306  94.7251 323.8961 13.1517128000000,300,3,5000,3700,35
328,OPT328,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.5388 225.3874 0069654 244.8619  69.6923 13.3448354500000,300,3.5,4700,3400,45
329,OPT329,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.6599 255.1497 0180166 315.1046 337.3196 13.0920859900000,300,4,4800,3300,35
330,OPT330,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  12.4939 195.6776 0435182  75.4411 287.2696 13.6078650200000,300,3,4000,3000,30
331,OPT331,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  23.7899 354.7191 0452605 131.0036 206.6860 13.2563704000000,300,3.5,4500,3500,40
332,OPT332,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.0612 247.6694 0056859 335.4353 176.1872 13.4375520700000,300,4,5000,3600,30
333,OPT333,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  38.8329  52.5041 0350383 236.9980 322.5083 13.8224893100000,300,3,4700,3700,40
334,OPT334,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  11.1702  90.9922 0415213  74.6177 252.4261 13.8025951600000,300,3.5,4800,3400,35
335,OPT335,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  56.1304   6.9512 0608281 316.4929 303.7214 13.4274660700000,300,4,4000,3300,45
336,OPT336,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  27.6921 186.0853 0878571 305.7519 105.5755 13.4727680800000,300,3,4500,3000,35
337,OPT337,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  55.0283  49.5920 0384653  14.4901 348.9965 13.4444830800000,300,3.5,5000,3500,30
338,OPT338,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  22.6276 184.5055 0580203 263.9006 277.3258 13.5023096600000,300,4,4700,3600,40
339,OPT339,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.6444 280.9070 0541839 249.2926  28.1972 13.0311708400000,300,3,4800,3700,30
340,OPT340,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.8418 256.2239 0552429 232.3740 145.8125 13.6308801200000,300,3.5,4000,3400,40
341,OPT341,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  55.4698 224.8231 0008262 132.2810 329.0925 13.2532671000000,300,4,4500,3300,35
342,OPT342,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  13.7977 269.0401 0361145 349.4242 344.0357 13.0119567700000,300,3,5000,3000,45
343,OPT343,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.8143 192.2014 0425381 299.8492 342.4993 13.6102326500000,300,3.5,4700,3500,35
344,OPT344,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  18.5884 183.4444 0065635  19.4369 308.3635 13.0681976100000,300,4,4800,3600,30
345,OPT345,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  15.9198 313.4382 0537812 340.4061 149.5141 13.3439641000000,300,3,4000,3700,40
346,OPT346,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  19.7516  15.8625 0953729  75.0777  50.2244 13.1862664400000,300,3.5,4500,3400,30
347,OPT347,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  15.5297 291.4583 0259349  98.5502 343.5438 13.2817632700000,300,4,5000,3300,40
348,OPT348,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   8.7721 326.4055 0208749  45.8967 257.0403 13.1105510800000,300,3,4700,3000,35
349,OPT349,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.6338 317.0005 0043774 113.0977 235.6367 13.2793068800000,300,3.5,4800,3500,45
350,OPT350,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  49.4834 106.1954 0263031  14.3753  38.2902 13.5184693500000,300,4,4000,3600,35
351,OPT351,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.6384   8.4589 0020588 278.2489 294.0059 13.8837138900000,300,3,4500,3700,30
352,OPT352,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   9.9239  42.8078 0679797 331.5577 259.9432 13.5180269800000,300,3.5,5000,3400,40
353,OPT353,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.7669  79.2492 0268797 344.3436  47.7602 13.5025920300000,300,4,4700,3300,30
354,OPT354,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  16.5055   6.0552 0848972   7.5224  12.6693 13.0016691900000,300,3,4800,3000,40
355,OPT355,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.5492  33.1140 0727323 165.2655 279.1347 13.8896669500000,300,3.5,4000,3500,35
356,OPT356,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.1982  73.8047 0390664  12.1908  63.0717 13.1540558500000,300,4,4500,3600,45
357,OPT357,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   3.0164 232.2619 0372544 253.6703 252.6293 13.9466320000000,300,3,5000,3700,35
358,OPT358,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  20.7223 290.0998 0175905  47.9352 114.5011 13.9665688200000,300,3.5,4700,3400,30
359,OPT359,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  15.9479 307.9028 0031344 221.7837 139.5887 13.1923652300000,300,4,4800,3300,40
360,OPT360,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.6417  44.4612 0723784  42.3239 194.7970 13.9054183200000,300,3,4000,3000,30
361,OPT361,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  41.2665 262.0189 0085856 253.8917 226.2886 13.1414354200000,300,3.5,4500,3500,40
362,OPT362,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  15.5401 246.4566 0979946 215.9648 215.6603 13.8317381700000,300,4,5000,3600,35
363,OPT363,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.1541 220.0376 0586543 147.6702  98.4832 13.0762445300000,300,3,4700,3700,45
364,OPT364,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  46.2645 290.9227 0402032 270.3374 358.8198 13.6784121500000,300,3.5,4800,3400,35
365,OPT365,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  51.6919 170.3609 0355300 166.0293  17.7303 13.9745727600000,300,4,4000,3300,30
366,OPT366,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  58.2644 193.1933 0789404  76.9012 314.0595 13.9505328600000,300,3,4500,3000,40
367,OPT367,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  36.7100 101.8697 0468321  51.2689  40.0471 13.6515444700000,300,3.5,5000,3500,30
368,OPT368,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  31.9174  99.3166 0954597 258.8577  61.4099 13.9481697400000,300,4,4700,3600,40
369,OPT369,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.8896 292.7749 0619463 229.1912   9.5099 13.9653291900000,300,3,4800,3700,35
370,OPT370,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  31.3683 219.7177 0684835 323.5421 136.9838 13.8455403000000,300,3.5,4000,3400,45
371,OPT371,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  47.6426 178.3875 0463898  90.1820 231.0618 13.6819881300000,300,4,4500,3300,35
372,OPT372,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  17.4935 208.4076 0468111 280.7096  99.0971 13.8777892800000,300,3,5000,3000,30
373,OPT373,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  32.3166  83.5306 0909347 279.3143  12.8303 13.2817171800000,300,3.5,4700,3500,40
374,OPT374,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544   1.6132 130.6033 0501202  92.5227 240.2049 13.8968302700000,300,4,4800,3600,30
375,OPT375,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  40.0006 127.9170 0921743 136.1581 103.4412 13.2468691600000,300,3,4000,3700,40
376,OPT376,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  30.1417 138.6574 0343574  94.0278 357.5728 13.5028336300000,300,3.5,4500,3400,35
377,OPT377,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  22.0202 103.6772 0892287  39.9067 192.8921 13.0775241800000,300,4,5000,3300,45
378,OPT378,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  28.6815 154.6538 0838630  41.4363 153.3523 13.5381625700000,300,3,4700,3000,35
379,OPT379,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  42.4217  79.9091 0803205 103.5626  41.3895 13.2031119400000,300,3.5,4800,3500,30
380,OPT380,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  34.7902 262.0701 0962731  17.8804 235.6937 13.1811162200000,300,4,4000,3600,40
381,OPT381,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  43.0822 275.2656 0985219 227.0663 350.2989 13.7690771700000,300,3,4500,3700,30
382,OPT382,光学,1,10,45,-45,1 25544U 98067A   24048.91666667 +.90014343 +00000-0 +00000-0 0 9993,2 25544  48.5492 159.9767 0999769 302.0045  89.1728 13.9276935100000,300,3.5,5000,3400,40
